ID,Timestamp,Numer_Wyciagu,ID_Karty
698,2024-12-27 14:45:20,1,27035
699,2024-12-27 14:45:24,4,41707
700,2024-12-27 14:45:26,9,77108
701,2024-12-27 14:46:42,3,47067
702,2024-12-27 14:47:23,1,19140
703,2024-12-27 14:48:06,5,67567
704,2024-12-27 14:48:10,6,89109
705,2024-12-27 14:48:43,1,55727
706,2024-12-27 14:48:54,9,16689
707,2024-12-27 14:48:58,10,27280
708,2024-12-27 14:50:21,7,11034
709,2024-12-27 14:50:38,7,29198
710,2024-12-27 14:50:46,8,71066
711,2024-12-27 14:50:52,6,59624
712,2024-12-27 14:50:55,2,59983
713,2024-12-27 14:51:36,2,30082
714,2024-12-27 14:51:54,6,25815
715,2024-12-27 14:52:17,8,78141
716,2024-12-27 14:54:02,5,50466
717,2024-12-27 14:54:08,2,79210
718,2024-12-27 14:55:18,3,61849
719,2024-12-27 14:55:50,1,27035
720,2024-12-27 14:55:56,8,10923
721,2024-12-27 14:56:09,9,77284
722,2024-12-27 14:56:26,9,77108
723,2024-12-27 14:56:42,10,47067
724,2024-12-27 14:57:11,5,34048
725,2024-12-27 14:58:46,2,35193
726,2024-12-27 14:58:57,6,20730
727,2024-12-27 14:59:13,1,55727
728,2024-12-27 14:59:38,2,14540
729,2024-12-27 14:59:54,9,16689
730,2024-12-27 15:00:33,2,33640
731,2024-12-27 15:00:51,7,11034
732,2024-12-27 15:00:58,4,35158
733,2024-12-27 15:01:03,10,59707
734,2024-12-27 15:01:08,7,29198
735,2024-12-27 15:01:42,4,38777
736,2024-12-27 15:02:28,6,52310
737,2024-12-27 15:02:39,4,41707
738,2024-12-27 15:03:34,8,33620
739,2024-12-27 15:04:21,10,72524
740,2024-12-27 15:05:00,10,28070
741,2024-12-27 15:07:09,9,77284
742,2024-12-27 15:07:26,9,77108
743,2024-12-27 15:08:25,2,59983
744,2024-12-27 15:08:25,6,89109
745,2024-12-27 15:08:31,3,71066
746,2024-12-27 15:08:34,10,88361
747,2024-12-27 15:09:06,3,30082
748,2024-12-27 15:09:43,1,55727
749,2024-12-27 15:10:02,8,78141
750,2024-12-27 15:10:54,9,16689
751,2024-12-27 15:11:21,7,11034
752,2024-12-27 15:11:38,7,79210
753,2024-12-27 15:11:38,7,29198
754,2024-12-27 15:12:09,6,25815
755,2024-12-27 15:13:41,9,10923
756,2024-12-27 15:13:58,10,27280
757,2024-12-27 15:14:58,3,37238
758,2024-12-27 15:16:16,2,35193
759,2024-12-27 15:17:02,5,50466
760,2024-12-27 15:17:08,2,14540
761,2024-12-27 15:17:39,3,86021
762,2024-12-27 15:18:03,10,33640
763,2024-12-27 15:18:09,9,77284
764,2024-12-27 15:18:13,4,35158
765,2024-12-27 15:18:26,9,77108
766,2024-12-27 15:18:31,9,71066
767,2024-12-27 15:18:57,4,38777
768,2024-12-27 15:19:12,5,20730
769,2024-12-27 15:19:54,4,41707
770,2024-12-27 15:20:11,5,34048
771,2024-12-27 15:20:13,1,55727
772,2024-12-27 15:21:05,1,18309
773,2024-12-27 15:21:19,8,33620
774,2024-12-27 15:21:42,10,47067
775,2024-12-27 15:21:51,7,11034
776,2024-12-27 15:21:54,9,16689
777,2024-12-27 15:24:02,4,88502
778,2024-12-27 15:24:58,3,37238
779,2024-12-27 15:25:55,2,59983
780,2024-12-27 15:26:03,10,59707
781,2024-12-27 15:26:43,1,86965
782,2024-12-27 15:27:39,3,86021
783,2024-12-27 15:27:47,8,78141
784,2024-12-27 15:28:40,2,89109
785,2024-12-27 15:29:09,9,77284
786,2024-12-27 15:29:26,9,77108
787,2024-12-27 15:29:31,9,71066
788,2024-12-27 15:30:00,10,28070
789,2024-12-27 15:30:43,1,55727
790,2024-12-27 15:31:35,1,18309
791,2024-12-27 15:32:21,7,11034
792,2024-12-27 15:32:24,6,25815
793,2024-12-27 15:32:54,3,16689
794,2024-12-27 15:33:34,10,88361
795,2024-12-27 15:33:46,2,35193
796,2024-12-27 15:34:38,2,14540
797,2024-12-27 15:34:58,3,37238
798,2024-12-27 15:35:28,4,35158
799,2024-12-27 15:36:12,4,38777
800,2024-12-27 15:37:09,4,41707
801,2024-12-27 15:37:13,1,86965
802,2024-12-27 15:37:39,3,86021
803,2024-12-27 15:38:58,10,27280
804,2024-12-27 15:39:04,8,33620
805,2024-12-27 15:40:02,5,50466
806,2024-12-27 15:40:09,3,77284
807,2024-12-27 15:40:26,9,77108
808,2024-12-27 15:40:31,9,71066
809,2024-12-27 15:41:17,4,88502
810,2024-12-27 15:42:05,1,18309
811,2024-12-27 15:42:12,1,20730
812,2024-12-27 15:42:51,7,11034
813,2024-12-27 15:42:54,3,16689
814,2024-12-27 15:43:03,10,33640
815,2024-12-27 15:43:11,5,34048
816,2024-12-27 15:43:25,2,59983
817,2024-12-27 15:44:58,3,37238
818,2024-12-27 15:45:32,8,78141
819,2024-12-27 15:46:42,10,47067
820,2024-12-27 15:47:39,3,86021
821,2024-12-27 15:47:43,1,86965
822,2024-12-27 15:47:54,7,58947
823,2024-12-27 15:48:34,1,52444
824,2024-12-27 15:48:41,6,18170
825,2024-12-27 15:49:24,8,83507
826,2024-12-27 15:50:09,3,77284
827,2024-12-27 15:51:03,10,59707
828,2024-12-27 15:51:16,2,35193
829,2024-12-27 15:51:31,9,71066
830,2024-12-27 15:52:08,2,14540
831,2024-12-27 15:52:35,1,18309
832,2024-12-27 15:52:39,6,25815
833,2024-12-27 15:52:42,1,20730
834,2024-12-27 15:52:43,9,35158
835,2024-12-27 15:53:21,5,11034
836,2024-12-27 15:53:27,4,38777
837,2024-12-27 15:54:24,4,41707
838,2024-12-27 15:54:58,3,37238
839,2024-12-27 15:55:00,10,28070
840,2024-12-27 15:56:49,8,33620
841,2024-12-27 15:57:39,3,86021
842,2024-12-27 15:58:02,2,52857
843,2024-12-27 15:58:13,1,86965
844,2024-12-27 15:58:24,7,58947
845,2024-12-27 15:58:32,4,88502
846,2024-12-27 15:58:34,10,88361
847,2024-12-27 15:59:04,3,52444
848,2024-12-27 15:59:19,8,39415
849,2024-12-27 15:59:27,2,33872
850,2024-12-27 16:00:55,2,59983
851,2024-12-27 16:02:31,9,71066
852,2024-12-27 16:03:02,5,50466
853,2024-12-27 16:03:05,3,18309
854,2024-12-27 16:03:12,1,20730
855,2024-12-27 16:03:17,8,78141
856,2024-12-27 16:03:43,9,35158
857,2024-12-27 16:03:58,10,27280
858,2024-12-27 16:04:58,1,37238
859,2024-12-27 16:07:09,9,83507
860,2024-12-27 16:07:39,3,86021
861,2024-12-27 16:08:03,10,33640
862,2024-12-27 16:08:43,1,86965
863,2024-12-27 16:08:46,2,35193
864,2024-12-27 16:08:54,7,58947
865,2024-12-27 16:08:56,6,18170
866,2024-12-27 16:09:04,3,52444
867,2024-12-27 16:09:38,2,14540
868,2024-12-27 16:10:42,3,38777
869,2024-12-27 16:11:39,4,41707
870,2024-12-27 16:11:42,10,47067
871,2024-12-27 16:12:54,6,25815
872,2024-12-27 16:13:05,3,18309
873,2024-12-27 16:13:31,9,71066
874,2024-12-27 16:13:42,7,20730
875,2024-12-27 16:14:34,8,33620
876,2024-12-27 16:15:28,1,37238
877,2024-12-27 16:15:32,2,52857
878,2024-12-27 16:15:47,4,88502
879,2024-12-27 16:16:03,4,59707
880,2024-12-27 16:16:21,5,11034
881,2024-12-27 16:16:57,2,33872
882,2024-12-27 16:17:04,8,39415
883,2024-12-27 16:17:39,3,86021
884,2024-12-27 16:18:09,1,83507
885,2024-12-27 16:19:04,3,52444
886,2024-12-27 16:19:13,1,86965
887,2024-12-27 16:19:24,7,58947
888,2024-12-27 16:21:02,8,78141
889,2024-12-27 16:23:05,3,18309
890,2024-12-27 16:23:34,10,88361
891,2024-12-27 16:24:31,9,71066
892,2024-12-27 16:25:58,1,37238
893,2024-12-27 16:26:02,5,50466
894,2024-12-27 16:26:16,2,35193
895,2024-12-27 16:27:08,2,14540
896,2024-12-27 16:27:39,3,86021
897,2024-12-27 16:28:39,1,83507
898,2024-12-27 16:28:54,4,41707
899,2024-12-27 16:29:04,3,52444
900,2024-12-27 16:29:11,6,18170
901,2024-12-27 16:29:43,1,86965
902,2024-12-27 16:29:54,7,58947
903,2024-12-27 16:32:19,8,33620
904,2024-12-27 16:33:02,2,52857
905,2024-12-27 16:33:02,6,88502
906,2024-12-27 16:33:03,10,33640
907,2024-12-27 16:33:05,3,18309
908,2024-12-27 16:33:09,6,25815
909,2024-12-27 16:33:18,4,59707
910,2024-12-27 16:34:27,2,33872
911,2024-12-27 16:34:49,8,39415
912,2024-12-27 16:35:31,9,71066
913,2024-12-27 16:36:28,1,37238
914,2024-12-27 16:36:42,10,47067
915,2024-12-27 16:37:39,3,86021
916,2024-12-27 16:38:47,8,78141
917,2024-12-27 16:39:04,3,52444
918,2024-12-27 16:39:09,1,83507
919,2024-12-27 16:40:13,1,86965
920,2024-12-27 16:40:24,7,58947
921,2024-12-27 16:43:05,3,18309
922,2024-12-27 16:44:38,2,14540
923,2024-12-27 16:46:09,4,41707
924,2024-12-27 16:46:58,1,37238
925,2024-12-27 16:47:39,3,86021
926,2024-12-27 16:48:34,10,88361
927,2024-12-27 16:49:02,5,50466
928,2024-12-27 16:49:04,3,52444
929,2024-12-27 16:49:26,9,18170
930,2024-12-27 16:49:39,1,83507
931,2024-12-27 16:50:04,8,33620
932,2024-12-27 16:50:32,2,52857
933,2024-12-27 16:50:43,1,86965
934,2024-12-27 16:50:54,7,58947
935,2024-12-27 16:51:57,2,33872
936,2024-12-27 16:52:34,8,39415
937,2024-12-27 16:53:05,3,18309
938,2024-12-27 16:53:17,6,88502
939,2024-12-27 16:53:24,6,25815
940,2024-12-27 16:56:32,8,78141
941,2024-12-27 16:58:03,10,33640
942,2024-12-27 16:59:04,3,52444
943,2024-12-27 17:00:09,1,83507
944,2024-12-27 17:00:26,7,18170
945,2024-12-27 17:01:13,1,86965
946,2024-12-27 17:01:24,7,58947
947,2024-12-27 17:01:42,10,47067
948,2024-12-27 17:02:08,2,14540
949,2024-12-27 17:03:24,8,41707
950,2024-12-27 17:07:49,8,33620
951,2024-12-27 17:08:02,2,52857
952,2024-12-27 17:09:04,3,52444
953,2024-12-27 17:09:27,2,33872
954,2024-12-27 17:10:19,8,39415
955,2024-12-27 17:10:39,1,83507
956,2024-12-27 17:10:56,7,18170
957,2024-12-27 17:11:54,7,58947
958,2024-12-27 17:12:02,5,50466
959,2024-12-27 17:13:32,4,88502
960,2024-12-27 17:13:34,10,88361
961,2024-12-27 17:13:39,6,25815
962,2024-12-27 17:19:04,3,52444
963,2024-12-27 17:19:38,2,14540
964,2024-12-27 17:21:09,1,83507
965,2024-12-27 17:21:26,7,18170
966,2024-12-27 17:22:24,7,58947
967,2024-12-27 17:23:03,10,33640
968,2024-12-27 17:25:32,2,52857
969,2024-12-27 17:25:34,8,33620
970,2024-12-27 17:26:42,10,47067
971,2024-12-27 17:26:57,2,33872
972,2024-12-27 17:28:04,8,39415
973,2024-12-27 17:30:47,4,88502
974,2024-12-27 17:31:39,4,83507
975,2024-12-27 17:31:56,7,18170
976,2024-12-27 17:33:54,4,25815
977,2024-12-27 17:37:08,2,14540
978,2024-12-27 17:38:34,10,88361
979,2024-12-27 17:42:26,7,18170
980,2024-12-27 17:43:02,2,52857
981,2024-12-27 17:43:19,8,33620
982,2024-12-27 17:44:27,2,33872
983,2024-12-27 17:45:49,8,39415
984,2024-12-27 17:48:02,9,88502
985,2024-12-27 17:48:03,10,33640
986,2024-12-27 17:51:42,10,47067
987,2024-12-27 17:52:56,7,18170
988,2024-12-27 17:59:02,9,88502
989,2024-12-27 18:00:32,2,52857
990,2024-12-27 18:01:57,8,33872
991,2024-12-27 18:03:34,8,39415
992,2024-12-27 18:13:03,10,33640
993,2024-12-27 18:16:42,10,47067
994,2024-12-27 18:18:02,2,52857
995,2024-12-27 18:19:42,8,33872
996,2024-12-27 18:21:19,4,39415
997,2024-12-27 18:35:32,2,52857
998,2024-12-27 18:37:27,4,33872
999,2024-12-27 18:38:03,10,33640
